code	url	creator	created_t	created_datetime	last_modified_t	last_modified_datetime	last_modified_by	last_updated_t	last_updated_datetime	product_name	abbreviated_product_name	generic_name	quantity	packaging	packaging_tags	packaging_en	packaging_text	brands	brands_tags	brands_en	categories	categories_tags	categories_en	origins	origins_tags	origins_en	manufacturing_places	manufacturing_places_tags	labels	labels_tags	labels_en	emb_codes	emb_codes_tags	first_packaging_code_geo	cities	cities_tags	purchase_places	stores	countries	countries_tags	countries_en	ingredients_text	ingredients_tags	ingredients_analysis_tags	allergens	allergens_en	traces	traces_tags	traces_en	serving_size	serving_quantity	no_nutrition_data	additives_n	additives	additives_tags	additives_en	nutriscore_score	nutriscore_grade	nova_group	pnns_groups_1	pnns_groups_2	food_groups	food_groups_tags	food_groups_en	states	states_tags	states_en	brand_owner	environmental_score_score	environmental_score_grade	nutrient_levels_tags	product_quantity	owner	data_quality_errors_tags	unique_scans_n	popularity_tags	completeness	last_image_t	last_image_datetime	main_category	main_category_en	image_url	image_small_url	image_ingredients_url	image_ingredients_small_url	image_nutrition_url	image_nutrition_small_url	energy-kj_100g	energy-kcal_100g	energy_100g	energy-from-fat_100g	fat_100g	saturated-fat_100g	butyric-acid_100g	caproic-acid_100g	caprylic-acid_100g	capric-acid_100g	lauric-acid_100g	myristic-acid_100g	palmitic-acid_100g	stearic-acid_100g	arachidic-acid_100g	behenic-acid_100g	lignoceric-acid_100g	cerotic-acid_100g	montanic-acid_100g	melissic-acid_100g	unsaturated-fat_100g	monounsaturated-fat_100g	omega-9-fat_100g	polyunsaturated-fat_100g	omega-3-fat_100g	omega-6-fat_100g	alpha-linolenic-acid_100g	eicosapentaenoic-acid_100g	docosahexaenoic-acid_100g	linoleic-acid_100g	arachidonic-acid_100g	gamma-linolenic-acid_100g	dihomo-gamma-linolenic-acid_100g	oleic-acid_100g	elaidic-acid_100g	gondoic-acid_100g	mead-acid_100g	erucic-acid_100g	nervonic-acid_100g	trans-fat_100g	cholesterol_100g	carbohydrates_100g	sugars_100g	added-sugars_100g	sucrose_100g	glucose_100g	fructose_100g	galactose_100g	lactose_100g	maltose_100g	maltodextrins_100g	psicose_100g	starch_100g	polyols_100g	erythritol_100g	isomalt_100g	maltitol_100g	sorbitol_100g	fiber_100g	soluble-fiber_100g	insoluble-fiber_100g	proteins_100g	casein_100g	serum-proteins_100g	nucleotides_100g	salt_100g	added-salt_100g	sodium_100g	alcohol_100g	vitamin-a_100g	beta-carotene_100g	vitamin-d_100g	vitamin-e_100g	vitamin-k_100g	vitamin-c_100g	vitamin-b1_100g	vitamin-b2_100g	vitamin-pp_100g	vitamin-b6_100g	vitamin-b9_100g	folates_100g	vitamin-b12_100g	biotin_100g	pantothenic-acid_100g	silica_100g	bicarbonate_100g	potassium_100g	chloride_100g	calcium_100g	phosphorus_100g	iron_100g	magnesium_100g	zinc_100g	copper_100g	manganese_100g	fluoride_100g	selenium_100g	chromium_100g	molybdenum_100g	iodine_100g	caffeine_100g	taurine_100g	methylsulfonylmethane_100g	ph_100g	fruits-vegetables-nuts_100g	fruits-vegetables-nuts-dried_100g	fruits-vegetables-nuts-estimate_100g	fruits-vegetables-nuts-estimate-from-ingredients_100g	collagen-meat-protein-ratio_100g	cocoa_100g	chlorophyl_100g	carbon-footprint_100g	carbon-footprint-from-meat-or-fish_100g	nutrition-score-fr_100g	nutrition-score-uk_100g	glycemic-index_100g	water-hardness_100g	choline_100g	phylloquinone_100g	beta-glucan_100g	inositol_100g	carnitine_100g	sulphate_100g	nitrate_100g	acidity_100g	carbohydrates-total_100g
00001196	http://world-en.openfoodfacts.org/product/00001196/aloe-herbalife	openfoodfacts-contributors	1564518791	2019-07-30T20:33:11Z	1728042150	2024-10-04T11:42:30Z	fix-code-bot	1743322920	2025-03-30T08:22:00Z	aloe			473 ml	Bottle, Jar	en:bottle,en:jar	Bottle,Jar		Herbalife	xx:herbalife	herbalife	Plant-based foods and beverages, Beverages, Canned foods, Plant-based beverages, Fruit-based beverages, Aloe Vera drinks, en:dietary-supplements	en:beverages-and-beverages-preparations,en:plant-based-foods-and-beverages,en:beverages,en:canned-foods,en:plant-based-beverages,en:fruit-based-beverages,en:dietary-supplements,en:aloe-vera-drinks	Beverages and beverages preparations,Plant-based foods and beverages,Beverages,Canned foods,Plant-based beverages,Fruit-based beverages,Dietary supplements,Aloe Vera drinks						Green Dot, it:IASC International Aloe Science Council, en:no-colorings	en:green-dot,en:no-colorings,it:iasc-international-aloe-science-council	Green Dot,No colorings,it:iasc-international-aloe-science-council	CE	ce				Italia,usa,france,mexico,Argentina - Español,Aruba - Español,Bolivia - Español,Brazil - Português,Canada - English,Canada - Français,Chile - Español,Colombia - Español,Costa Rica - Español,Ecuador - Español,El Salvador - Español,Guatemala - Español,Honduras - Español,Jamaica - English,Mexico - Español,Nicaragua - Español,Panamá - Español,Paraguay - Español,Perú - Español,Puerto Rico - Español,República Dominicana - Español,Trinidad & Tobago - English,United States - English,United States - Español,Uruguay - Español,Venezuela - Español,Europe,Armenia - Pyсский,Austria - Deutsch,Azerbaijan - Русский,Belarus - Pyсский,Belgium - Français,Belgium - Nederlands,Bosnia i Hercegovina - Bosnian,Bulgaria - български,Croatia - Hrvatski,Cyprus - Ελληνικά,Czech Republic - Čeština,Denmark - Dansk,Estonia - Eesti,Finland - Suomi,France - Français,Georgia - ქართული,Germany - Deutsch,Greece - Ελληνικά,Hungary - Magyar,Iceland - Íslenska,Ireland - English,Italy - Italiano,Kazakhstan - Pyсский,Kyrgyzstan - Русский,Latvia - Latviešu,Lithuania - lietuvių,Moldova - Român,Mongolia - Монгол хэл,Netherlands - Nederlands,North Macedonia - македонски јазик,Norway - Norsk,Poland - Polski,Portugal - Português,Romania - Română,Russia - Русский,Serbia - Srpski,Slovak Republic - Slovenčina,Slovenia - Slovene,Spain - Español,Sweden - Svenska,Switzerland - Deutsch,Switzerland - Français,Ukraine - Yкраї́нська,United Kingdom - English,Middle East & Africa,Botswana - English,Ghana - English,Israel - עברית,Lebanon - English,Lesotho - English,Namibia - English,South Africa -English,Swaziland - English,Turkey - Türkçe,Zambia - English,Asia Pacific,Australia - English,Cambodia - English,Cambodia - ភាសាខ្មែរ,China - 中文,Hong Kong - 粵語,India - English,Indonesia - Bahasa Indonesia,Japan - 日本語,Korea - 한국어,Macau - 中文,Malaysia - Bahasa Melayu,Malaysia - English,Malaysia - 中文,New Zealand - English,Philippines - English,Singapore - English,Taiwan - 中文,Thailand - ไทย,Vietnam - Tiếng Việt		Francia,Spagna	en:france,en:spain	France,Spain	Aloe Max contiene il 97 % di succo di aloe vera ed è privo di coloranti edulcoranti o aromi	it:aloe-max-contiene-il-97-di-succo-di-aloe-vera-ed-e-privo-di-coloranti-edulcoranti,en:flavouring	en:palm-oil-content-unknown,en:vegan-status-unknown,en:vegetarian-status-unknown									0					not-applicable	4	Beverages	Unsweetened beverages	en:unsweetened-beverages	en:beverages,en:unsweetened-beverages	Beverages,Unsweetened beverages	en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-completed, en:packaging-code-completed, en:characteristics-to-be-completed, en:origins-to-be-completed, en:categories-completed, en:brands-completed, en:packaging-completed, en:quantity-completed, en:product-name-completed, en:photos-to-be-validated, en:packaging-photo-to-be-selected, en:nutrition-photo-to-be-selected, en:ingredients-photo-to-be-selected, en:front-photo-selected, en:photos-uploaded	en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-completed,en:packaging-code-completed,en:characteristics-to-be-completed,en:origins-to-be-completed,en:categories-completed,en:brands-completed,en:packaging-completed,en:quantity-completed,en:product-name-completed,en:photos-to-be-validated,en:packaging-photo-to-be-selected,en:nutrition-photo-to-be-selected,en:ingredients-photo-to-be-selected,en:front-photo-selected,en:photos-uploaded	To be completed,Nutrition facts completed,Ingredients completed,Expiration date completed,Packaging code completed,Characteristics to be completed,Origins to be completed,Categories completed,Brands completed,Packaging completed,Quantity completed,Product name completed,Photos to be validated,Packaging photo to be selected,Nutrition photo to be selected,Ingredients photo to be selected,Front photo selected,Photos uploaded		44	d		473			1	bottom-25-percent-scans-2022,bottom-20-percent-scans-2022,top-85-percent-scans-2022,top-90-percent-scans-2022,top-country-fr-scans-2022,top-75-percent-scans-2023,top-80-percent-scans-2023,top-85-percent-scans-2023,top-90-percent-scans-2023,top-country-fr-scans-2023,top-50000-ro-scans-2023,top-100000-ro-scans-2023,top-75-percent-scans-2024,top-80-percent-scans-2024,top-85-percent-scans-2024,top-90-percent-scans-2024,top-100000-de-scans-2024,top-country-de-scans-2024	0.9625	1714991509	2024-05-06T10:31:49Z	en:aloe-vera-drinks	Aloe Vera drinks	https://images.openfoodfacts.org/images/products/000/000/000/1196/front_en.20.400.jpg	https://images.openfoodfacts.org/images/products/000/000/000/1196/front_en.20.200.jpg	https://images.openfoodfacts.org/images/products/000/000/000/1196/ingredients_fr.3.400.jpg	https://images.openfoodfacts.org/images/products/000/000/000/1196/ingredients_fr.3.200.jpg	https://images.openfoodfacts.org/images/products/000/000/000/1196/nutrition_fr.5.400.jpg	https://images.openfoodfacts.org/images/products/000/000/000/1196/nutrition_fr.5.200.jpg																																																																																																												0																		
00001244	http://world-en.openfoodfacts.org/product/00001244/organic-fresh-young-chicken-boneless-skinless-thigh-fillets-herbalife	openfoodfacts-contributors	1502191970	2017-08-08T11:32:50Z	1729516285	2024-10-21T13:11:25Z	sebleouf	1738831969	2025-02-06T08:52:49Z	Organic Fresh Young Chicken Boneless Skinless Thigh Fillets			550 g	en:Jar, Polvere solubile	en:jar,cs:polvere-solubile	Jar,cs:polvere-solubile		Herbalife,Foster Poultry Farms	herbalife,foster-poultry-farms	Herbalife,Foster-poultry-farms	Compléments alimentaires	en:dietary-supplements	Dietary supplements						Bio,Sans OGM,en:Non GMO project	en:organic,en:no-gmos,en:non-gmo-project	Organic,No GMOs,Non GMO project						Italia,Argentina - Español,Aruba - Español,Bolivia - Español,Brazil - Português,Canada - English,Canada - Français,Chile - Español,Colombia - Español,Costa Rica - Español,Ecuador - Español,El Salvador - Español,Guatemala - Español,Honduras - Español,Jamaica - English,Mexico - Español,Nicaragua - Español,Panamá - Español,Paraguay - Español,Perú - Español,Puerto Rico - Español,República Dominicana - Español,Trinidad & Tobago - English,United States - English,United States - Español,Uruguay - Español,Venezuela - Español,Europe,Armenia - Pyсский,Austria - Deutsch,Azerbaijan - Русский,Belarus - Pyсский,Belgium - Français,Belgium - Nederlands,Bosnia i Hercegovina - Bosnian,Bulgaria - български,Croatia - Hrvatski,Cyprus - Ελληνικά,Czech Republic - Čeština,Denmark - Dansk,Estonia - Eesti,Finland - Suomi,France - Français,Georgia - ქართული,Germany - Deutsch,Greece - Ελληνικά,Hungary - Magyar,Iceland - Íslenska,Ireland - English,Italy - Italiano,Kazakhstan - Pyсский,Kyrgyzstan - Русский,Latvia - Latviešu,Lithuania - lietuvių,Moldova - Român,Mongolia - Монгол хэл,Netherlands - Nederlands,North Macedonia - македонски јазик,Norway - Norsk,Poland - Polski,Portugal - Português,Romania - Română,Russia - Русский,Serbia - Srpski,Slovak Republic - Slovenčina,Slovenia - Slovene,Spain - Español,Sweden - Svenska,Switzerland - Deutsch,Switzerland - Français,Ukraine - Yкраї́нська,United Kingdom - English,Middle East & Africa,Botswana - English,Ghana - English,Israel - עברית,Lebanon - English,Lesotho - English,Namibia - English,South Africa -English,Swaziland - English,Turkey - Türkçe,Zambia - English,Asia Pacific,Australia - English,Cambodia - English,Cambodia - ភាសាខ្មែរ,China - 中文,Hong Kong - 粵語,India - English,Indonesia - Bahasa Indonesia,Japan - 日本語,Korea - 한국어,Macau - 中文,Malaysia - Bahasa Melayu,Malaysia - English,Malaysia - 中文,New Zealand - English,Philippines - English,Singapore - English,Taiwan - 中文,Thailand - ไทย,Vietnam - Tiếng Việt		Monde	en:world	World																	unknown		unknown	unknown				en:to-be-completed, en:nutrition-facts-to-be-completed, en:ingredients-to-be-completed, en:expiration-date-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:origins-to-be-completed, en:categories-completed, en:brands-completed, en:packaging-completed, en:quantity-completed, en:product-name-completed, en:photos-to-be-validated, en:packaging-photo-to-be-selected, en:nutrition-photo-to-be-selected, en:ingredients-photo-to-be-selected, en:front-photo-selected, en:photos-uploaded	en:to-be-completed,en:nutrition-facts-to-be-completed,en:ingredients-to-be-completed,en:expiration-date-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:origins-to-be-completed,en:categories-completed,en:brands-completed,en:packaging-completed,en:quantity-completed,en:product-name-completed,en:photos-to-be-validated,en:packaging-photo-to-be-selected,en:nutrition-photo-to-be-selected,en:ingredients-photo-to-be-selected,en:front-photo-selected,en:photos-uploaded	To be completed,Nutrition facts to be completed,Ingredients to be completed,Expiration date completed,Packaging code to be completed,Characteristics to be completed,Origins to be completed,Categories completed,Brands completed,Packaging completed,Quantity completed,Product name completed,Photos to be validated,Packaging photo to be selected,Nutrition photo to be selected,Ingredients photo to be selected,Front photo selected,Photos uploaded					550	org-label-non-gmo-project		1	top-75-percent-scans-2024,top-80-percent-scans-2024,top-85-percent-scans-2024,top-90-percent-scans-2024,top-50000-ma-scans-2024,top-100000-ma-scans-2024,top-country-ma-scans-2024	0.6625	1635391208	2021-10-28T03:20:08Z	en:dietary-supplements	Dietary supplements	https://images.openfoodfacts.org/images/products/000/000/000/1244/front_en.22.400.jpg	https://images.openfoodfacts.org/images/products/000/000/000/1244/front_en.22.200.jpg	https://images.openfoodfacts.org/images/products/000/000/000/1244/ingredients_cs.7.400.jpg	https://images.openfoodfacts.org/images/products/000/000/000/1244/ingredients_cs.7.200.jpg	https://images.openfoodfacts.org/images/products/000/000/000/1244/nutrition_cs.3.400.jpg	https://images.openfoodfacts.org/images/products/000/000/000/1244/nutrition_cs.3.200.jpg																																																																																																																														
00001249	http://world-en.openfoodfacts.org/product/00001249/coop-croissant-naturell-60g-goman-as	openfoodfacts-contributors	1572145794	2019-10-27T03:09:54Z	1733450779	2024-12-06T02:06:19Z		1743317454	2025-03-30T06:50:54Z	Coop Croissant Naturell 60g				Jar	en:jar	Jar		GOMAN AS	xx:goman-as	goman-as	Canned foods, Meals, Dietary supplements, Bodybuilding supplements, Groceries, Supplement	en:canned-foods,en:meals,en:dietary-supplements,en:bodybuilding-supplements,en:groceries,en:supplement	Canned foods,Meals,Dietary supplements,Bodybuilding supplements,Groceries,Supplement									CE	ce				Italia,Argentina - Español,Aruba - Español,Bolivia - Español,Brazil - Português,Canada - English,Canada - Français,Chile - Español,Colombia - Español,Costa Rica - Español,Ecuador - Español,El Salvador - Español,Guatemala - Español,Honduras - Español,Jamaica - English,Mexico - Español,Nicaragua - Español,Panamá - Español,Paraguay - Español,Perú - Español,Puerto Rico - Español,República Dominicana - Español,Trinidad & Tobago - English,United States - English,United States - Español,Uruguay - Español,Venezuela - Español,Europe,Armenia - Pyсский,Austria - Deutsch,Azerbaijan - Русский,Belarus - Pyсский,Belgium - Français,Belgium - Nederlands,Bosnia i Hercegovina - Bosnian,Bulgaria - български,Croatia - Hrvatski,Cyprus - Ελληνικά,Czech Republic - Čeština,Denmark - Dansk,Estonia - Eesti,Finland - Suomi,France - Français,Georgia - ქართული,Germany - Deutsch,Greece - Ελληνικά,Hungary - Magyar,Iceland - Íslenska,Ireland - English,Italy - Italiano,Kazakhstan - Pyсский,Kyrgyzstan - Русский,Latvia - Latviešu,Lithuania - lietuvių,Moldova - Român,Mongolia - Монгол хэл,Netherlands - Nederlands,North Macedonia - македонски јазик,Norway - Norsk,Poland - Polski,Portugal - Português,Romania - Română,Russia - Русский,Serbia - Srpski,Slovak Republic - Slovenčina,Slovenia - Slovene,Spain - Español,Sweden - Svenska,Switzerland - Deutsch,Switzerland - Français,Ukraine - Yкраї́нська,United Kingdom - English,Middle East & Africa,Botswana - English,Ghana - English,Israel - עברית,Lebanon - English,Lesotho - English,Namibia - English,South Africa -English,Swaziland - English,Turkey - Türkçe,Zambia - English,Asia Pacific,Australia - English,Cambodia - English,Cambodia - ភាសាខ្មែរ,China - 中文,Hong Kong - 粵語,India - English,Indonesia - Bahasa Indonesia,Japan - 日本語,Korea - 한국어,Macau - 中文,Malaysia - Bahasa Melayu,Malaysia - English,Malaysia - 中文,New Zealand - English,Philippines - English,Singapore - English,Taiwan - 中文,Thailand - ไทย,Vietnam - Tiếng Việt		Francia,Spagna	en:france,en:spain	France,Spain	Hvetemel, smør (fløte (melk), melkesyrebakterier), vann, sukker, gjær, salt, egg, hvetegluten, enzym, melbehandlingsmiddel (E 300).	en:hvetemel,en:smør,en:vann,en:sukker,en:gjaer,en:salt,en:egg,en:hvetegluten,en:enzym,en:melbehandlingsmiddel,en:fløte,en:melkesyrebakterier,en:e300,en:melk	en:palm-oil-content-unknown,en:non-vegan,en:vegetarian-status-unknown									1		en:e300	E300 - Ascorbic acid		not-applicable		Composite foods	One-dish meals	en:one-dish-meals	en:composite-foods,en:one-dish-meals	Composite foods,One-dish meals	en:to-be-completed, en:nutrition-facts-to-be-completed, en:ingredients-completed, en:expiration-date-completed, en:packaging-code-completed, en:characteristics-to-be-completed, en:origins-to-be-completed, en:categories-completed, en:brands-completed, en:packaging-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-validated, en:packaging-photo-to-be-selected, en:nutrition-photo-selected, en:ingredients-photo-selected, en:front-photo-selected, en:photos-uploaded	en:to-be-completed,en:nutrition-facts-to-be-completed,en:ingredients-completed,en:expiration-date-completed,en:packaging-code-completed,en:characteristics-to-be-completed,en:origins-to-be-completed,en:categories-completed,en:brands-completed,en:packaging-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-validated,en:packaging-photo-to-be-selected,en:nutrition-photo-selected,en:ingredients-photo-selected,en:front-photo-selected,en:photos-uploaded	To be completed,Nutrition facts to be completed,Ingredients completed,Expiration date completed,Packaging code completed,Characteristics to be completed,Origins to be completed,Categories completed,Brands completed,Packaging completed,Quantity to be completed,Product name completed,Photos to be validated,Packaging photo to be selected,Nutrition photo selected,Ingredients photo selected,Front photo selected,Photos uploaded			unknown					2	bottom-25-percent-scans-2022,bottom-20-percent-scans-2022,top-85-percent-scans-2022,top-90-percent-scans-2022,top-5000-in-scans-2022,top-10000-in-scans-2022,top-50000-in-scans-2022,top-100000-in-scans-2022,top-country-in-scans-2022,top-75-percent-scans-2024,top-80-percent-scans-2024,top-85-percent-scans-2024,top-90-percent-scans-2024,top-5000-in-scans-2024,top-10000-in-scans-2024,top-50000-in-scans-2024,top-100000-in-scans-2024,top-country-in-scans-2024	0.7875	1733450779	2024-12-06T02:06:19Z	en:supplement	Supplement	https://images.openfoodfacts.org/images/products/000/000/000/1249/front_en.29.400.jpg	https://images.openfoodfacts.org/images/products/000/000/000/1249/front_en.29.200.jpg	https://images.openfoodfacts.org/images/products/000/000/000/1249/ingredients_en.25.400.jpg	https://images.openfoodfacts.org/images/products/000/000/000/1249/ingredients_en.25.200.jpg	https://images.openfoodfacts.org/images/products/000/000/000/1249/nutrition_en.21.400.jpg	https://images.openfoodfacts.org/images/products/000/000/000/1249/nutrition_en.21.200.jpg																																																																																																												0																		
00001433	http://world-en.openfoodfacts.org/product/00001433/hydrate-herbalife	openfoodfacts-contributors	1538593631	2018-10-03T19:07:11Z	1728042839	2024-10-04T11:53:59Z	fix-code-bot	1743353679	2025-03-30T16:54:39Z	Hydrate		Hydrate	20 x 5,3g	Boîte, Bustina	en:box,fr:bustina	Box,fr:bustina		Herbalife	xx:herbalife	herbalife	Compléments alimentaires, it:Bevande Isotoniche	en:dietary-supplements,it:bevande-isotoniche	Dietary supplements,it:bevande-isotoniche						Sans arômes artificiels, Sans colorants	en:no-artificial-flavors,en:no-colorings	No artificial flavors,No colorings	CE	ce				Italia,usa,Spagna,Argentina - Español,Aruba - Español,Bolivia - Español,Brazil - Português,Canada - English,Canada - Français,Chile - Español,Colombia - Español,Costa Rica - Español,Ecuador - Español,El Salvador - Español,Guatemala - Español,Honduras - Español,Jamaica - English,Mexico - Español,Nicaragua - Español,Panamá - Español,Paraguay - Español,Perú - Español,Puerto Rico - Español,República Dominicana - Español,Trinidad & Tobago - English,United States - English,United States - Español,Uruguay - Español,Venezuela - Español,Europe,Armenia - Pyсский,Austria - Deutsch,Azerbaijan - Русский,Belarus - Pyсский,Belgium - Français,Belgium - Nederlands,Bosnia i Hercegovina - Bosnian,Bulgaria - български,Croatia - Hrvatski,Cyprus - Ελληνικά,Czech Republic - Čeština,Denmark - Dansk,Estonia - Eesti,Finland - Suomi,France - Français,Georgia - ქართული,Germany - Deutsch,Greece - Ελληνικά,Hungary - Magyar,Iceland - Íslenska,Ireland - English,Italy - Italiano,Kazakhstan - Pyсский,Kyrgyzstan - Русский,Latvia - Latviešu,Lithuania - lietuvių,Moldova - Român,Mongolia - Монгол хэл,Netherlands - Nederlands,North Macedonia - македонски јазик,Norway - Norsk,Poland - Polski,Portugal - Português,Romania - Română,Russia - Русский,Serbia - Srpski,Slovak Republic - Slovenčina,Slovenia - Slovene,Spain - Español,Sweden - Svenska,Switzerland - Deutsch,Switzerland - Français,Ukraine - Yкраї́нська,United Kingdom - English,Middle East & Africa,Botswana - English,Ghana - English,Israel - עברית,Lebanon - English,Lesotho - English,Namibia - English,South Africa -English,Swaziland - English,Turkey - Türkçe,Zambia - English,Asia Pacific,Australia - English,Cambodia - English,Cambodia - ភាសាខ្មែរ,China - 中文,Hong Kong - 粵語,India - English,Indonesia - Bahasa Indonesia,Japan - 日本語,Korea - 한국어,Macau - 中文,Malaysia - Bahasa Melayu,Malaysia - English,Malaysia - 中文,New Zealand - English,Philippines - English,Singapore - English,Taiwan - 中文,Thailand - ไทย,Vietnam - Tiếng Việt		Francia,Spagna	en:france,en:spain	France,Spain	Apporta Vitamine del gruppo B (BI e B2 Acido pantotenico e B12) e Vitamina C oltre al Calcio e Magnesio che contribuiscono al normale metabolismo energetico. La Vit. C contribuisce alla protezione delle cellule dallo stress ossidativo ed alla riduzione di stanchezza ed affaticamento. Il Magnesio contribuisce alla riduzione di stanchezza e affaticamento.	fr:apporta-vitamine-del-gruppo-b,fr:e-vitamina-c-oltre-al-calcio-e-magnesio-che-contribuiscono-al-normale-metabolismo-energetico,fr:la-vitamine-c-contribuisce-alla-protezione-delle-cellule-dallo-stress-ossidativo-ed-alla-riduzione-di-stanchezza-ed-affaticamento,fr:il-magnesio-contribuisce-alla-riduzione-di-stanchezza-e-affaticamento,fr:bi-e-b2-acido-pantotenico-e-b12	en:palm-oil-content-unknown,en:vegan-status-unknown,en:vegetarian-status-unknown									0					not-applicable		unknown	unknown				en:to-be-completed, en:nutrition-facts-to-be-completed, en:ingredients-completed, en:expiration-date-completed, en:packaging-code-completed, en:characteristics-to-be-completed, en:origins-to-be-completed, en:categories-completed, en:brands-completed, en:packaging-completed, en:quantity-completed, en:product-name-completed, en:photos-to-be-validated, en:packaging-photo-to-be-selected, en:nutrition-photo-selected, en:ingredients-photo-to-be-selected, en:front-photo-selected, en:photos-uploaded	en:to-be-completed,en:nutrition-facts-to-be-completed,en:ingredients-completed,en:expiration-date-completed,en:packaging-code-completed,en:characteristics-to-be-completed,en:origins-to-be-completed,en:categories-completed,en:brands-completed,en:packaging-completed,en:quantity-completed,en:product-name-completed,en:photos-to-be-validated,en:packaging-photo-to-be-selected,en:nutrition-photo-selected,en:ingredients-photo-to-be-selected,en:front-photo-selected,en:photos-uploaded	To be completed,Nutrition facts to be completed,Ingredients completed,Expiration date completed,Packaging code completed,Characteristics to be completed,Origins to be completed,Categories completed,Brands completed,Packaging completed,Quantity completed,Product name completed,Photos to be validated,Packaging photo to be selected,Nutrition photo selected,Ingredients photo to be selected,Front photo selected,Photos uploaded			unknown		106			1	top-75-percent-scans-2023,top-80-percent-scans-2023,top-85-percent-scans-2023,top-90-percent-scans-2023,top-country-fr-scans-2023	0.875	1723726313	2024-08-15T12:51:53Z	it:bevande-isotoniche	it:bevande-isotoniche	https://images.openfoodfacts.org/images/products/000/000/000/1433/front_fr.3.400.jpg	https://images.openfoodfacts.org/images/products/000/000/000/1433/front_fr.3.200.jpg			https://images.openfoodfacts.org/images/products/000/000/000/1433/nutrition_fr.10.400.jpg	https://images.openfoodfacts.org/images/products/000/000/000/1433/nutrition_fr.10.200.jpg																																																																																																												0																		
